CAS,Comment,Formula,IE,Method,Name,Refer
 75574-98-0,LLK, C,7.4,PE,"3H,7H-Naphtho[1,8-de]-1,2-dithiepin","Guttenberger, Bestmann, et al., 1981"
 495-48-7,LLK, C,8.1,PE,Azoxybenzene,"Millefiori, Ciliberto, et al., 1981"
 1211-40-1,, C,7.46 ¡À 0.03,PI,"4-Biphenylamine, 4'-nitro-","Potapov, Kardash, et al., 1972"
 33527-99-0,Vertical value, C,7.13,PE,"Cyclobuta[b]quinoxaline-1,2-dione,3,8-dihydro-3,8-dimethyl-","Gleiter, Schang, et al., 1978"
 37343-05-8,Vertical value, C,6.0 ¡À 0.1,PE,"Molybdenum,bis(¦Ç","Green, Jackson, et al., 1975"
 487-03-6,Vertical value, C,7.92 ¡À 0.06,PE,"9H-Pyrido[3,4-b]indol-7-ol, 1-methyl-","Domelsmith and Houk, 1978"
 67012-35-5,Vertical value, C,7.12,PE,"Chromium, pentacarbonyl(1,3-diethyl-2-imidazolidinylidene)-","Lappert, McCabe, et al., 1980"
 20714-70-9,LLK, C,7.6,PE,(E)-4-Phenylazophenol,"Millefiori and Millefiori, 1981"
 17082-12-1,Vertical value; , C,8.5 ¡À 0.05,PE,"Azobenzene, (E)-","Millefiori, Millefiori, et al., 1979"
 103-33-3,LLK, C,8.5 ¡À 0.05,EI,Azobenzene,"Natalis and Franklin, 1981"
 13362-78-2,Vertical value, C,8.83 ¡À 0.03,PE,"Pyridine, 4,4'-(1,2-ethenediyl)bis-, (E)-","Novak, Klasinc, et al., 1977"
 486-84-0,Vertical value, C,7.83 ¡À 0.06,PE,"9H-Pyrido[3,4-b]indole, 1-methyl-","Domelsmith and Houk, 1978"
 13341-40-7,Vertical value, C,8.18 ¡À 0.03,PE,"2-(2-Pyridyl-2-vinyl)pyridine, trans","Novak, Klasinc, et al., 1977"
 14802-41-6,Vertical value, C,8.50 ¡À 0.03,PE,"trans-2,4'-vinylenedipyridine","Novak, Klasinc, et al., 1977"
 13362-75-9,Vertical value, C,8.33 ¡À 0.03,PE,(E)-2-[2-(3-pyridyl)vinyl]pyridine,"Novak, Klasinc, et al., 1977"
 1079-65-8,, C,8.72 ¡À 0.05,EI,Bromodiphenylphosphine,"Distefano, Innorta, et al., 1968"
 73502-97-3,Vertical value, C,9.62,PE,"1,3,5,2,4,6-Triazatriphosphorine,2,2,4,6-tetrafluoro-2,2,4,4,6,6-hexahydro-4,6-diphenyl-","Allen and Green, 1980"
 20365-77-9,, C,7.24,EI,2-Methylthio-5-phenyl-6a-thiathiophthene,"Johnstone and Ward, 1969"
 139-66-2,LLK, C,7.92 ¡À 0.01,PI,Diphenyl sulfide,"Trofimov, Mel'der, et al., 1975"
 1016-98-4,, C,7.43,EI,2-Methyl-5-phenyl-6a-thiathiophthene,"Johnstone and Ward, 1969"
 75574-99-1,LLK, C,7.2,PE,"4H,8H-Naphtho[1,8-e]-1,2,3-trithiocin","Guttenberger, Bestmann, et al., 1981"
 203-85-0,, C,7.91,PE,"1H,3H-Naphtho[1,8-cd]thiopyran","Guttenberger, Bestmann, et al., 1981"
 3783-65-1,, C,7.55,EI,"Thiophene, 2-(2-phenylethenyl)-","Aloisi and Pignataro, 1973"
 1132-39-4,Vertical value, C,7.79,PE,"Benzene, 1,1'-selenobis-","Traven', Rodin, et al., 1982"
 52109-66-7,, C,8.68,EI,"2,3-Dicyano-5-phenylpyrazine","Holzmann, Rothkopf, et al., 1975"
 111917-14-7,Vertical value, C,9,PE,"[3.3.3]Propellane, 2-methylene-","Gleiter, Litterst, et al., 1988"
 4074-59-3,Vertical value, C,8.47,PE,"Benzo[g]pteridine-2,4(3H,10H)-dione,3,10-dimethyl-","Eweg, Muller, et al., 1980"
 2962-90-5,Vertical value, C,8.63,PE,"Alloxazine, 1,3-dimethyl-","Eweg, Muller, et al., 1980"
 2379-20-6,Vertical value, C,9.2,PE,"Azobenzene, 2,2',3,3',5,5',6,6'-octafluoro-","Petrachenko, Vovna, et al., 1993"
 15914-95-1,LBLHLM, C,9,PE,"exo,endo-Tetracyclo[6.2.1.1(3,6).0(2,7)]dodecane","Paddon-Row, Patney, et al., 1982"
 2379-18-2,Vertical value, C,9.34,PE,"Diazene, bis(2,3,5,6-tetrafluorophenyl)-1-oxide","Petrachenko, Vovna, et al., 1993"
 12170-92-2,LBLHLM, C,6.6,PE,"Nickel, di-¦Ì-carbonylbis(¦Ç5-2,4-cyclopentadien-1-yl)di-, (Ni-Ni)","Granozzi, Casarin, et al., 1982"
 587-85-9,LLK, C,8.32,PE,"Mercury, diphenyl-","Furlani, Piancastelli, et al., 1981"
 117687-35-1,, C,7.68 ¡À 0.03,PE,"Iridium, tetracarbonylbis[¦Ì-(3-methyl-1H-pyrazolato-N","Lichtenberger, Copenhaver, et al., 1988"
 64090-73-9,, C,6.77 ¡À 0.02,EI,"Manganese,bis[¦Ì-(carbonothioyl)bis(¦Ç","Efraty, Liebman, et al., 1978"
 262-30-6,Vertical value, C,7.89,PE,Selenanthrene,"Traven', Rodin, et al., 1982"
 244-95-1,Vertical value, C,7.86,PE,Dibenzoselenophene,"Traven', Rodin, et al., 1982"
 112112-58-0, , C,8.5,PE,"[3.3.3]Propellane-2,8-dione, 9-methylene-","Gleiter, Litterst, et al., 1988"
 131213-98-4, , C,8.4,PE,"1,4:5,8-Dimethanonaphthalene-9,10-dione, decahydro-, (1¦Á,4¦Á,4a¦Á,5¦Á,8¦Á,8a.alpha)-(.+/-.)-","Albert, Elsasser, et al., 1991"
 21377-45-7,LLK, C,8.1,PE,"4a,8a-Ethanonaphthalene-9,10-dione,1,2,3,4,5,8-hexahydro-","Dougherty, Bloomfield, et al., 1976"
 42087-89-8,Vertical value, C,5.9,PE,"Chromium, bis(chlorobenzene)-","Cabelli, Cowley, et al., 1982"
 33163-94-9, , C,8.4,PE,"1,4:5,8-Dimethanonaphthalen-2(1H)-one, 3,4,4a,5,8,8a-hexahydro-, (1&#945;,4&#945;,4a&#946;,5&#946;,8&#946;,8a&#946;)-","Paddon-Row, Patney, et al., 1982"
 36204-31-6, , C,8.4,PE,"1,4:5,8-Dimethanonaphthalen-9-one, 1,4,4a,5,6,7,8,8a-octahydro-, (1&#945;,4&#945;,4a&#945;,5&#946;,8&#946;,8a&#945;)-","Paddon-Row, Patney, et al., 1982"
 64725-57-1,Vertical value, C,8.46 ¡À 0.02,PE,"1,4-Methanonaphthalene,1,2,3,4-tetrahydro-9-methoxy-stereoisomer","Brown and Marcinko, 1977"
 63984-91-8,Vertical value, C,6.9 ¡À 0.1,PE,"Molybdenum, dibromobis[(1,2,3,4,5-¦Ç","Cauletti, Clark, et al., 1980"
 16306-85-7,Vertical value, C,8.41 ¡À 0.02,PE,"1,4-Methanonaphthalen-9-ol,1,2,3,4-tetrahydro-6-methyl-(1¦Á4¦Á,9s*)-","Brown and Marcinko, 1977"
 60964-67-2,Vertical value, C,8.85 ¡À 0.05,PE,"4a,8a-Ethanonaphthalene-9-one,1,4,5,8-tetrahydro-","Dougherty, Bloomfield, et al., 1976"
 1201-10-1,Vertical value, C,8.31 ¡À 0.02,PE,"1,4-Methanonaphthalen-9-ol,1,2,3,4-tetrahydro-6-methyl-(1¦Á,4¦Á,6r*)-","Brown and Marcinko, 1977"
 1291-47-0,LL, C,6.5 ¡À 0.1,PI,"Ferrocene, 1,1'-dimethyl-","Barfuss, Emrich, et al., 1990"
 1273-89-8,, C,6.70 ¡À 0.05,PI,"Ferrocene, ethyl-","Adamchuk, Dmitriev, et al., 1972"
 1079-66-9,, C,8.75 ¡À 0.05,EI,"Phosphinous chloride, diphenyl-","Distefano, Innorta, et al., 1968"
 22300-89-6,LLK, C,9.20 ¡À 0.10,EI,Diphenylberyllium,"Glockling, Morrison, et al., 1973"
 940-50-1,LLK, C,7.9,EI,"(E,E)-1-Phenylhexa-1,3-dien-5-yne","Koppel, Schwarz, et al., 1974"
 26411-94-9,RDSH, C,8.05 ¡À 0.01,EI,"Iron, hexacarbonylbis(¦Ì-2-propanethiolato)di-, (fe-fe)-","Junk, Preston, et al., 1970"
 1293-94-3, , C,6.5,PE,"Ferrocene, 1,1'-bis(methylthio)-","Vondrak and Sato, 1989"
 37343-06-9,Vertical value, C,6.0 ¡À 0.1,PE,"Tungsten,bis(¦Ç","Green, Jackson, et al., 1975"
 73650-67-6,Vertical value, C,7.45,PE,"13,14-Diazatricyclo[8.2.1.1","Kovac, Allan, et al., 1980"
 87373-48-6,Vertical value, C,8.09,PE,"2,3-Diazabicyclo[2.2.2]oct-2-ene, 1-phenyl-","Engel, Gerth, et al., 1988"
 64514-95-0,Vertical value, C,7.02,PE,"Tungsten, pentacarbonyl(1,3-diethyl-2-imidazolidinylidene)-","Lappert, McCabe, et al., 1980"
 947-82-0, , C,7.5 ¡À 0.05,PE,"3H-Pyrazol-3-one, 2,4-dihydro-4,4,5-trimethyl-2-phenyl-","Vondrak, Bastl, et al., 1988"
 76160-35-5,, C,8.76,EI,"Methanone,(2-iodophenyl)-2-pyridinyl-","Schubert and Grutzmacher, 1980"
 63984-92-9,Vertical value, C,6.8 ¡À 0.1,PE,"Molybdenum,diiodobis[(1,2,3,4,5-¦Ç)-1-methyl-2,4-cyclopentadien-1-yl]-","Cauletti, Clark, et al., 1980"
 38964-22-6,, C,7.802 ¡À 0.004,LS,"Dibenzo[b,e][1,4]dioxin, 2,8-dichloro-","Zimmermann, Boesl, et al., 1995"
 77847-33-7,Vertical value, C,6.2 ¡À 0.1,PE,"Tantalum, bis(¦Ç","Van Dam, Terpstra, et al., 1981"
 61374-51-4,Vertical value, C,6.5,PE,"Niobium,dichlorobis(¦Ç","Van Dam, Terpstra, et al., 1981"
 63374-10-7,Vertical value, C,6.8 ¡À 0.1,PE,"Molybdenum, dichlorobis[(1,2,3,4,5-¦Ç","Cauletti, Clark, et al., 1980"
 10474-24-5,LBLHLM, C,7.5,PE,"11-Methylenebicyclo[4.4.1]undeca-1,3,5,7,9-pentaene","Andrea, Cerfontain, et al., 1984"
 92-52-4,LLK, C,8.80 ¡À 0.05,EI,Biphenyl,"Loudon and Mazengo, 1974"
 38310-40-6,Vertical value, C,7.46,PE,"Cyclopent[cd]azulene,2a,8b-dihydro-","Ceasar, Green, et al., 1973"
 6827-31-2,Vertical value, C,7.92 ¡À 0.03,PE,"Cyclobuta[b]naphthalene,1,2-dihydro-","Santiago, Gandour, et al., 1978"
 826-74-4,LLK, C,7.7,PE,1-Vinylnaphthalene,"Gleiter, Schafer, et al., 1981"
 19539-78-7,Vertical value; , C,8.1,PE,"4a,8a-Ethenonaphthalene","Gleiter, Heilbronner, et al., 1973"
 7322-47-6,LBLHLM, C,8,PE,"1,4-Ethenonaphthalene, 1,4-dihydro-","Haselbach, Neuhaus, et al., 1982"
 32277-35-3,Vertical value, C,7.84 ¡À 0.03,PE,"Cyclobuta[a]naphthalene,1,2-dihydro-","Santiago, Gandour, et al., 1978"
 88090-38-4, , C,8,PE,"2,5-Etheno[4.2.2]propella-3,7,9-triene","Gleiter, Krennrich, et al., 1986"
 83-32-9,LLK, C,7.68 ¡À 0.05,EQ,Acenaphthene,"Mautner(Meot-Ner), 1980"
 79644-47-6,Vertical value, C,7.56,PE,7b-Methyl-7bh-cyclopent[cd]indene,"Bischof, Gleiter, et al., 1985"
 33292-37-4,Vertical value, C,7.25,PE,"Ruthenocene,1,1'-dimethyl-","Evans, Green, et al., 1972"
 40672-07-9,Vertical value, C,6.93,PE,"Osmocene,1,1'-dimethyl-","Evans, Green, et al., 1972"
 12146-93-9,Vertical value, C,6.6,PE,"Vanadocene,1,1'-dimethyl-","Evans, Green, et al., 1974"
 32985-17-4,Vertical value, C,6.06,PE,"Manganocene,1,1'-dimethyl-","Cauletti, Green, et al., 1980"
 1293-95-4,Vertical value, C,6.36,PE,"Nickelocene,1,1'-dimethyl-","Evans, Green, et al., 1974"
 40672-08-0,Vertical value, C,7.78,PE,"Magnesocene,1,1'-dimethyl-","Evans, Green, et al., 1972"
 12146-91-7,Vertical value, C,5.37,PE,"Cobaltocene, 1,1'-dimethyl-","Evans, Green, et al., 1974"
 4994-16-5,, C,8.57 ¡À 0.01,PE,"Benzene, 3-cyclohexen-1-yl-","Rang, Paldoia, et al., 1974"
 73365-00-1, , C,7.5,PE,"1,4:5,8-Dimethanonaphthalene, 1,2,3,4,5,8-hexahydro-, (1¦Á,4¦Á,5¦Á,8¦Á)-","Kunzer, Litterst, et al., 1987"
 83602-18-0,LLK, C,8.2,PE,"1,4,5,8-Dimethanonaphthalene, 1,4,4a,5,8,8a-hexahydro-, (1¦Á,4¦Á,4a¦Â,5¦Á,8¦Á,8a¦Â)-","Paddon-Row, Patney, et al., 1981"
 15232-96-9,, C,7.96 ¡À 0.02,PE,"Benzene, 2-cyclohexen-1-yl-","Rang, Paldoia, et al., 1974"
 4250-82-2,LBLHLM, C,8.23,PI,Phenyl-t-butylacetylene,"Orlov, Boganov, et al., 1985"
 1076-17-1,LLK, C,8.09,PE,"1,2,3,6,7,8-Hexahydro-as-indacene","Santiago, Gandour, et al., 1978"
 1076-13-7,Vertical value, C,8.08 ¡À 0.03,PE,"endo,endo-Tetracyclo[6.2.1.1(3,6).0(2,7)]dodeca-4,9-diene","Martin and Schwesinger, 1974"
 102340-97-6, , C,7.4,PE,"1,4:5,8-Dimethanonaphthalene, 1,2,3,4,5,8-hexahydro-, (1¦Á,4¦Á,5¦Â,8¦Â)-","Kunzer, Litterst, et al., 1987"
 15914-94-0,Vertical value, C,8.46 ¡À 0.03,PE,"exo,endo-Tetracyclo[6.2.1.1(3,6).0(2,7)]dodeca-4,9-diene","Martin and Schwesinger, 1974"
 24139-33-1,Vertical value; , C,8,PE,"4a,8a-Ethenonaphthalene, 1,2,3,4-tetrahydro-","Gleiter, Heilbronner, et al., 1973"
 27237-73-6,Vertical value, C,8.33 ¡À 0.03,PE,Tricyclo[4.2.1.0,"Martin, Kagabu, et al., 1974"
 106697-43-2, , C,8.3,PE,"Tetracyclo[4.2.2.2<sup>2,5</sup>.0<sup>1,6</sup>]dodeca-7,9-triene","Gleiter, Krennrich, et al., 1986"
 57297-56-0,Vertical value, C,8.40 ¡À 0.03,PE,Tricyclo[4.2.2.0,"Pfeffer, Klessinger, et al., 1975"
 495-52-3,LLK, C,7.94,PE,"s-Indacene,1,2,3,5,6,7,hexahydro-","Santiago, Gandour, et al., 1978"
 107317-86-2, , C,8.1,PE,Tetracyclo[4.2.2.2,"Gleiter, Krennrich, et al., 1986"
 20295-17-4,Vertical value; , C,8.7,PE,"[4.4.2]Propella-3,8,11-triene","Gleiter, Heilbronner, et al., 1973"
 7567-63-7,, C,8.86 ¡À 0.02,PE,"Benzene,1,3,5-triethynyl-","Brogli, Heilbronner, et al., 1975"
 6555-54-0,Vertical value, C,7.69,PE,"1,5,9-Cyclododecatriene-3,7,11-triyne","Wirz, 1976"
 15391-62-5,Vertical value, C,8.52 ¡À 0.05,PE,"5,9-Methano-5H-benzocycloheptene,6,7,8,9-tetrahydro-","Domelsmith, Mollere, et al., 1978"
 65915-87-9,Vertical value, C,8.35,PE,"1,2-Methanodicyclopropa[cd,gh]pentalene,octahydro-3-(1-methylethylidene)-","Bischof, Bohm, et al., 1978"
 36439-83-5,Vertical value, C,8.40 ¡À 0.03,PE,"Bicyclo[2.2.1]hept-2-ene,5,6-bis(methylene)-7-(1-methylethylidene)-","Pfeffer, Klessinger, et al., 1975"
 262-12-4,LL, C,7.598 ¡À 0.002,LS,Dibenzo-p-dioxin,"Zimmermann, Boesl, et al., 1995"
 1601-98-5,LLK, C,9.24,EI,"Azobenzene, 4,4'-dibromo-","Nuyken and Messmer, 1977"
 13029-09-9,, C,8.40 ¡À 0.02,PE,"1,1'-Biphenyl, 2,2'-dibromo-","Maier and Turner, 1972"
 1013-23-6,LLK, C,8.1,PE,"Dibenzothiophene, 5-oxide","Bock and Solouki, 1974"
 1016-05-3,LLK, C,8.9,PE,Dibenzothiophene sulfone,"Solouki, Bock, et al., 1975"
 262-20-4,RDSH, C,7.85,CTS,Phenoxathiin,"Hillebrand, Maior, et al., 1969"
 398-21-0,, C,8.10 ¡À 0.02,PE,"Biphenyl, 4-bromo-4'-fluoro-","Maier and Turner, 1972"
 76160-34-4,, C,8.93,EI,"Methanone,(2-bromophenyl)-2-pyridinyl-","Schubert and Grutzmacher, 1980"
 2050-48-8,, C,8.84 ¡À 0.05,PI,4-Bromophenyl sulfone,"Evlasheva, Puchkova, et al., 1975"
 262-22-6,Vertical value, C,7.74 ¡À 0.05,PE,Phenoxaselenin,"Colonna, Distefano, et al., 1978"
 132-64-9,LLK, C,8.77,EI,Dibenzofuran,"Terlouw, Heerma, et al., 1974"
 262-24-8,Vertical value, C,7.61 ¡À 0.05,PE,Phenoxatellurin,"Colonna, Distefano, et al., 1978"
 81-84-5,Vertical value, C,8.92 ¡À 0.05,PE,Naphthalic anhydride,"Bigotto, Galasso, et al., 1979"
 64096-77-1,, C,8.15,PE,"1H-Cyclobuta[cd]pentalene,1a,3a,5a,5b-tetrahydro-1-(1-methylethylidene)-","Domelsmith, Houk, et al., 1978"
 82-86-0, , C,8.6,PE,"1,2-Acenaphthylenedione","Bigotto, Galasso, et al., 1979"
 2235-15-6,Vertical value, C,8.29,PE,1(2H)-Acenaphthylenone,"Traven, Safronov, et al., 1991"
 60606-96-4,, C,8.25,PE,"Dicyclopenta[cd,gh]pentalene, 2a,3,3a,5a,6,6a,6b,6c-octahydro-","Elsasser, Hassenruck, et al., 1991"
 326-17-0,Vertical value, C,8.7,PE,"Azobenzene, 2,2',4,4'-tetrafluoro-","Petrachenko, Vovna, et al., 1993"
 37438-00-9,, C,8.47 ¡À 0.02,PE,"Benzene,(1-cyclopenten-1-yl)-2-methyl-","Rang, Paldoia, et al., 1974"
 40562-09-2,Vertical value, C,8.45 ¡À 0.02,PE,"5H-Benzocycloheptene,6,7,8,9-tetrahydro-5-methylene-","Maier and Turner, 1973"
 65375-86-2,Vertical value, C,9,PE,Hexacyclo[6.4.0.0,"Spanget-Larsen, Gleiter, et al., 1980"
 71871-56-2,Vertical value, C,9,PE,8-Methylenepentacyclo[5.4.0.0,"Marchand, Kaya, et al., 1984"
 19064-25-6,Vertical value, C,9.18,PE,"Diazene, bis(2,6-difluorophenyl)-1-oxide","Petrachenko, Vovna, et al., 1993"
 98583-27-8,Vertical value, C,8.8,PE,"Diazene, bis(2,4-difluorophenyl)-1-oxide","Petrachenko, Vovna, et al., 1993"
 39422-94-1,Vertical value, C,6.38,PE,"Chromium, bis(1,4-difluorobenzene)-","Cabelli, Cowley, et al., 1982"
 15727-65-8,LLK, C,8.03,PE,1-Ethynylnaphthalene,"Gleiter, Schafer, et al., 1981"
 2949-26-0,LLK, C,8.11,PE,2-Ethynylnaphthalene,"Gleiter, Schafer, et al., 1981"
 7003-42-1,Vertical value, C,7.54,PE,"1,3,5,9-Cyclododecatetraene-7,11-diyne","Wirz, 1976"
 208-96-8,LLK, C,8.22 ¡À 0.04,PE,Acenaphthylene,"Boschi, Clar, et al., 1974"
 259-79-0,LLK, C,7.56 ¡À 0.05,EQ,Biphenylene,"Mautner(Meot-Ner), 1980"
 60146-15-8, , C,7.8,PE,"Tetrarhenium, dodecacarbonyl tetrahydride","Green, Mingos, et al., 1981"
 1844-53-7,Vertical value, C,8.09,PE,"Imidazo[1,2-b]pyridazine,6-chloro-2-phenyl-","Kovac, Klasinc, et al., 1980"
 5181-10-2,, C,8.13,CTS,"4,4'-Dichlorodiphenylsulphide","Aloisi, Santini, et al., 1974"
 1694-57-1,, C,8.98,EI,"Methanone,(2-chlorophenyl)-2-pyridinyl-","Schubert and Grutzmacher, 1980"
 57820-88-9,Vertical value, C,6.2,PE,"Chromium, bis(1,3-dichlorobenzene)-","Cabelli, Cowley, et al., 1982"
 12375-04-1, , C,7.6,PE,"Tetraosmium, dodecacarbonyl tetrahydride","Green, Mingos, et al., 1981"
 974-68-5,LLK, C,7.62,EI,Cyclo-tris(bis(dimethylamino))phosphonitrile,"Clare and Sowerby, 1981"
 77614-73-4, , C,7.7,PE,"1,2,3-Diphosphaarsirane, 1,2,3-tris(1,1-dimethylethyl)-","Gleiter, Bohm, et al., 1981"
 54935-70-5,LLK, C,6.3,PE,Tungsten hexakis(dimethylamide),"Gibbins, Lappert, et al., 1975"
 2436-79-5,Vertical value; , C,8.15,PE,"1H-Pyrrole-2,4-dicarboxylic acid, 3,5-dimethyl-, diethyl ester","Cauletti, Giancaspro, et al., 1981"
 2097-19-0, , C,8.2,PE,"2,8,9-Trioxa-5-aza-1-silabicyclo[3.3.3]undecane, 1-phenyl-","Peel and Dianxum, 1988"
 2199-55-5,Vertical value, C,8.15,PE,"1H-Pyrrole, 2,4-dimethyl-3,5-diethoxycarbonyl-","Cauletti, Giancaspro, et al., 1981"
 113035-24-8,Vertical value, C,6.5,PE,"2-Azapentalene, 1,3-bis(dimethylamino)-5-methyl-","Eckert-Maksic, Gleiter, et al., 1988"
 1821-36-9,, C,7.45,CTS,N-Phenylcyclohexylamine,"Briegleb and Czekalla, 1959"
 64175-53-7,LBLHLM, C,7,PE,"N-(2,6-Dimethylphenyl)pyrrolidine","Rozeboom, Houk, et al., 1982"
 7250-70-6,LBLHLM, C,7.1 ¡À 0.1,PE,N-(2-Methylphenyl)piperidine,"Rozeboom, Houk, et al., 1982"
 81506-12-9,Vertical value; , C,7.60 ¡À 0.06,PE,"N-(2,4-Dimethylphenyl)pyrrolidine","Rozeboom, Houk, et al., 1982"
 40358-68-7,Vertical value, C,8.35,PE,"Phospholane,2,5-dimethyl-1-phenyl-","Schafer, Schweig, et al., 1973"
 64776-36-9,Vertical value, C,7.3,PE,"9-Azabicyclo[3.3.1]nonane,9-(1,1-dimethylethyl)-","Nelsen, Kessel, et al., 1980"
 4147-89-1,Vertical value, C,8.3,PE,"Aniline, 2TMS derivative","Zverev, Vakar, et al., 1986"
 61169-16-2,Vertical value, C,6.2,PE,"Phosphorane,trimethyl(3-phenyl-2-propenylidene)-(E)-","Starzewski and Bock, 1976"
 34039-83-3,LLK, C,9.04 ¡À 0.03,PI,Chlorocyclododecane,"Golubitskii, Kulikov, et al., 1979"
 59661-03-9,Vertical value, C,9.59,PE,"Alanine, N,N-dichloro-2-methyl-, octyl ester","Gerson, Worley, et al., 1978"
 99089-17-5,Vertical value, C,8.74,PE,"1-Azacyclododecan-2-one, 1-methyl-","Treschanke and Rademacher, 1985"
 946-89-4,LLK, C,8.84 ¡À 0.03,PI,"Cyclododecanone, oxime","Golubitskii, Kulikov, et al., 1979"
 55147-59-6,Vertical value, C,7.92 ¡À 0.05,PE,"Lead, bis[bis(trimethylsilyl)]amino-","Harris, Lappert, et al., 1976"
 14760-23-7, , C,7.4,PE,Cobalt bis(bis(trimethylsilyl)amide),"Green, Payne, et al., 1982"
 20156-62-1,Vertical value, C,~7.95,PE,"Hydrazine, 4TMS derivative","Bock, Kaim, et al., 1980"
 3999-27-7,Vertical value, C,8.50 ¡À 0.05,PE,"Zinc, bis(hexamethyldisilylamide)","Harris, Lappert, et al., 1976"
 55147-78-9,Vertical value, C,7.75 ¡À 0.05,PE,"Tin, bis[bis(trimethylsilyl)]amino-","Harris, Lappert, et al., 1976"
 4098-30-0,RDSH, C,7.29 ¡À 0.01,EI,"Cyclohexasilane, dodecamethyl-","Pitt, Bursey, et al., 1970"
 3704-46-9,, C,7.11 ¡À 0.01,EI,"Pentasilane,dodecamethyl-","Pitt, Bursey, et al., 1970"
 51745-97-2,, C,8.60 ¡À 0.05,EI,"Benzene,[(6-bromohexyl)oxy]-","Schwarz, Petersen, et al., 1977"
 86881-29-0, , C,7.8,PE,"2',3',5'-Tri-o-methylcytidine","Yu, O'Donnell, et al., 1981"
 4443-46-3,Vertical value, C,8.77 ¡À 0.05,PE,"Borinic acid, dipropylthio-, phenyl ester","Bernardi, Danieli, et al., 1977"
 2909-79-7,LBLHLM, C,6.90 ¡À 0.02,EI,"N,N-Dimethyl-4-t-butylbenzeneamine","Orlov, Misharev, et al., 1986"
 3357-16-2,Vertical value; , C,7.54,PE,"5,5-Dimethyl-3-pyrrolidino-cyclohex-2-en-1-one","Pfister-Guillouzo, Geribaldi, et al., 1982"
 22199-12-8,Vertical value; , C,8.09 ¡À 0.06,PE,"Benzenethanamine, 2,3,4-trimethoxy-¦Á-methyl-(.+/-.)-","Domelsmith and Houk, 1978"
 22199-15-1,LLK, C,7,PE,"Benzeneethanamine,2,4,5-trimethoxy-¦Á-methyl-(.+/-.)-","Domelsmith, Eaton, et al., 1981"
 69519-59-1,Vertical value, C,7.64 ¡À 0.06,PE,"Benzeneethanamine,2,5-dimethoxy-¦Á-methyl-4-(methylthio)-(.+/-.)-","Domelsmith and Houk, 1978"
 61638-07-1,LLK, C,6.8,PE,4-Methylthio-2-5-dimethoxyamphetamine,"Domelsmith, Eaton, et al., 1981"
 79440-51-0,LLK, C,6.9,PE,"Benzeneethanamine,2-methylthio-4,5-dimethoxy-¦Á-methyl-","Domelsmith, Eaton, et al., 1981"
 79440-52-1,LLK, C,6.9,PE,"Benzeneethanamine,2,4-dimethoxy-5-methylthio-¦Á-methyl","Domelsmith, Eaton, et al., 1981"
 26011-50-7,Vertical value; , C,7.62,PE,"Benzeneethanamine, 2,5-dimethoxy-¦Á,4-dimethyl-","Domelsmith, Eaton, et al., 1981"
 56966-33-7,LLK, C,6.9,PE,"Benzeneethanamine,4,5-dimethoxy-¦Á,2-dimethyl-","Domelsmith, Eaton, et al., 1981"
 2217-07-4,LBLHLM, C,6.93,EQ,"N,N-Di-(n-propyl)benzenamine","Lias, Jackson, et al., 1985"
 22199-17-3,Vertical value; , C,8.16 ¡À 0.06,PE,"Benzenethanamine, 3,4,5-trimethoxy-¦Á-methyl-(.+/-.)-","Domelsmith and Houk, 1978"
 79440-50-9,LLK, C,7.2,PE,"Benzeneethanamine,2,4-dimethoxy-¦Á,5-dimethyl-","Domelsmith, Eaton, et al., 1981"
 22199-16-2,Vertical value; , C,7.76 ¡À 0.06,PE,"Benzenethanamine, 2,4,6-trimethoxy-¦Á-methyl-(.+/-.)-","Domelsmith and Houk, 1978"
 4746-32-1,, C,7.5,CTS,N-Hexylaniline,"Briegleb and Czekalla, 1959"
 4098-98-0,RDSH, C,7.41 ¡À 0.01,EI,Tetrakil(trimethylsilyl)silane,"Pitt, Bursey, et al., 1970"
 27774-16-9,, C,7.85,EI,Tri-n-butylphosphineiron dinitrosyl bromide,"Pignataro, Distefano, et al., 1970"
 28308-02-3,, C,7.9,EI,Tri-n-butylphosphinecobalt dinitrosyl bromide,"Pignataro, Distefano, et al., 1970"
 59777-83-2,Vertical value, C,10.66,PE,"1-Butanamine, N,N-dibutyl-, compound with bromine(1:1)","Utsunomiya, Kobayashi, et al., 1976"
 12408-16-1,, C,8.02,PE,"Phosphorothioic acid, o,o',o''-tributyl ester","Zverev, Vilesov, et al., 1975"
 102-85-2,, C,8.44 ¡À 0.05,EI,"Phosphorous acid, tributyl ester","Distefano, Innorta, et al., 1968"
 5981-17-9, , C,7.8,PE,"Dodecahydrotripyrrolo[1,2-a:1',2'-c:1"",2""-e][1,3,5]triazine","Beck, Hunig, et al., 1986"
 6321-40-0,LLK, C,7.8,PE,Tris(2-methylallyl)amine,"Aue and Bowers, 1979"
 65115-73-3,LBLHLM, C,7.3,PE,"5,5-Dimethyl-3-(diethylamino)-cyclohex-2-en-1-one","Pfister-Guillouzo, Geribaldi, et al., 1982"
 82663-49-8,Vertical value; , C,7.98,PE,"5,5-Dimethyl-3-i-butylamino-cyclohex-2-en-1-one","Pfister-Guillouzo, Geribaldi, et al., 1982"
